added?,index,gauge_addr,gauge_type,_weight,_pid,_masterChef,_chainId,_boostMultiplier,_maxVoteCap,,name check,,,,,,,,,,,,,,,,
FALSE,30,0xfb5c2d2f2cf7741ba1a7be2ffabed248bd9b888e,1,0,34,0x735C0C6007307beFEC8Cb44112706d95759F6882,56,100,500,,EDU-BNB,,,,,,,,,,,,,,,,
FALSE,31,0x08eabc3d13fb4bdffd1f42a5644c1c826acf62c0,1,0,36,0x735C0C6007307beFEC8Cb44112706d95759F6883,56,100,500,,PEEL-BUSD,,,,,,,,,,,,,,,,
FALSE,32,0x77b27c351b13dc6a8a16cc1d2e9d5e7f9873702e,1,0,37,0x735C0C6007307beFEC8Cb44112706d95759F6884,56,100,500,,BNBX-BNB,,,,,,,,,,,,,,,,
FALSE,33,0x729c9a7e1f642eab4019dfb0d467f4a9838e7cbd,1,0,38,0x735C0C6007307beFEC8Cb44112706d95759F6885,56,100,500,,GAL-BNB,,,,,,,,,,,,,,,,
FALSE,34,0x4e1f9adf96dba6dc09c973228c286568f1315ea8,1,0,39,0x735C0C6007307beFEC8Cb44112706d95759F6886,56,100,500,,ID-USDT,,,,,,,,,,,,,,,,
FALSE,35,0x3cb75d72401d2dba4349c696824f1397277d6a11,1,0,40,0x735C0C6007307beFEC8Cb44112706d95759F6887,56,100,500,,USH-BNB,,,,,,,,,,,,,,,,
FALSE,36,0xc2b3dbbf26d43617036b0eba53ad2dbd945adebf,1,0,41,0x735C0C6007307beFEC8Cb44112706d95759F6888,56,100,500,,C98-BNB,,,,,,,,,,,,,,,,
FALSE,37,0xbba8f85c3ceddf73db4de17d31608d640eaea416,1,0,42,0x735C0C6007307beFEC8Cb44112706d95759F6889,56,100,500,,PEPE-USDT,,,,,,,,,,,,,,,,
FALSE,38,0x466e7d53e23620a24db23e2b1f8bd10ff52116cd,1,0,43,0x735C0C6007307beFEC8Cb44112706d95759F6890,56,100,500,,CSIX-CAKE,,,,,,,,,,,,,,,,
FALSE,39,0x7b1db35fbd95548777b9079527e8fa2a70fb2ce0,1,0,44,0x735C0C6007307beFEC8Cb44112706d95759F6891,56,100,500,,agEUR-USDT,,,,,,,,,,,,,,,,
FALSE,40,0x73d69d55893d6c97dca44af2aa85b688c0242d7f,1,0,45,0x735C0C6007307beFEC8Cb44112706d95759F6892,56,100,500,,PLAY-USDT,,,,,,,,,,,,,,,,
FALSE,41,0xd881d9d0e0767719701305c614903f555d589586,1,0,48,0x735C0C6007307beFEC8Cb44112706d95759F6893,56,100,500,,TUSD-USDT,,,,,,,,,,,,,,,,
FALSE,42,0x436380bd2404aba3f20c0ea68f343f5a174532a7,1,0,50,0x735C0C6007307beFEC8Cb44112706d95759F6894,56,100,500,,xALGO-BNB,,,,,,,,,,,,,,,,
FALSE,43,0x85BeA4fBC57fA22b41Fb1632f0D9a6A99390fd0a,1,0,51,0x735C0C6007307beFEC8Cb44112706d95759F6895,56,100,500,,PENDLE-BNB,,,,,,,,,,,,,,,,
FALSE,44,0x803036ac78752ef599ec75c500ac8b0ac0be67df,1,0,52,0x735C0C6007307beFEC8Cb44112706d95759F6896,56,100,500,,axlUSDC-USDT,,,,,,,,,,,,,,,,
FALSE,45,0xd0e226f674bbf064f54ab47f42473ff80db98cba,1,0,54,0x735C0C6007307beFEC8Cb44112706d95759F6897,56,100,0,,ETH-BNB,,,,,,,,,,,,,,,,
FALSE,46,0x6bbc40579ad1bbd243895ca0acb086bb6300d636,1,0,55,0x735C0C6007307beFEC8Cb44112706d95759F6898,56,100,0,,BTCB-BNB,,,,,,,,,,,,,,,,
FALSE,47,0x6ee3ee9c3395bbd136b6076a70cb6cff241c0e24,1,0,56,0x735C0C6007307beFEC8Cb44112706d95759F6899,56,100,500,,BTCB-USDT,,,,,,,,,,,,,,,,
FALSE,48,0x647d99772863e09f47435782cbb6c96ec4a75f12,1,0,58,0x735C0C6007307beFEC8Cb44112706d95759F6900,56,100,500,,UNI-BNB,,,,,,,,,,,,,,,,
FALSE,49,0xdf0c1C30e8C1aE3f189f6E6ef248d71977F7BE29,1,0,59,0x735C0C6007307beFEC8Cb44112706d95759F6901,56,100,500,,TUSD-BUSD,,,,,,,,,,,,,,,,
FALSE,50,0xbe43e64cd61e0b9207a6bee93e2149317a604326,1,0,60,0x735C0C6007307beFEC8Cb44112706d95759F6902,56,100,500,,BNB-HAY,,,,,,,,,,,,,,,,
FALSE,51,0x06e2d4002a693812a6348c91a2beccf4e926ff2f,1,0,61,0x735C0C6007307beFEC8Cb44112706d95759F6903,56,100,500,,BTCB-HAY,,,,,,,,,,,,,,,,
FALSE,52,0xfdfcde34d2038ebede62e95c65b1492c28c990c9,1,0,62,0x735C0C6007307beFEC8Cb44112706d95759F6904,56,100,500,,ETH-HAY,,,,,,,,,,,,,,,,
FALSE,53,0x9474e972f49605315763c296b122cbb998b615cf,1,0,63,0x735C0C6007307beFEC8Cb44112706d95759F6905,56,100,500,,SnBNB-BNB,,,,,,,,,,,,,,,,
FALSE,54,0xd465d9c13c43003f5b874e0d96a6030336ed50eb,1,0,65,0x735C0C6007307beFEC8Cb44112706d95759F6906,56,100,500,,DCK-BUSD,,,,,,,,,,,,,,,,
FALSE,55,0xce6160bb594fc055c943f59de92cee30b8c6b32c,1,0,66,0x735C0C6007307beFEC8Cb44112706d95759F6907,56,100,500,,DOGE-BNB,,,,,,,,,,,,,,,,
FALSE,56,0xe6be850a43ae64c68754845ea444de7d3fe761ab,1,0,67,0x735C0C6007307beFEC8Cb44112706d95759F6908,56,100,500,,OLE-USDT,,,,,,,,,,,,,,,,
FALSE,57,0x13f0d0df1f347e7246ba16866d2562bb2b337d0c,1,0,68,0x735C0C6007307beFEC8Cb44112706d95759F6909,56,100,500,,WMX-USDT,,,,,,,,,,,,,,,,
FALSE,58,0xd9d0aed9822e3d7c67b9c13a18de070f86cdf2e5,1,0,69,0x735C0C6007307beFEC8Cb44112706d95759F6910,56,100,500,,DAR-BNB,,,,,,,,,,,,,,,,
FALSE,59,0x3cccef8d9d515ec7f59eb69ad06c22265cc95ea9,1,0,70,0x735C0C6007307beFEC8Cb44112706d95759F6911,56,100,500,,unshETH-ETH,,,,,,,,,,,,,,,,
FALSE,60,0x846bd025527c8427809e11d0b0a9ce50f149d5d5,1,0,71,0x735C0C6007307beFEC8Cb44112706d95759F6912,56,100,500,,CYBER-BNB,,,,,,,,,,,,,,,,
FALSE,61,0x3B7761632240c4BBec6deE27E10d491De9AA669B,1,0,72,0x735C0C6007307beFEC8Cb44112706d95759F6913,56,100,500,,GMT-USDC,,,,,,,,,,,,,,,,
FALSE,62,0x77e4ba48091f23a8a54b3e2c72f17be58cc2d137,1,0,73,0x735C0C6007307beFEC8Cb44112706d95759F6914,56,100,500,,LVL-USDT,,,,,,,,,,,,,,,,
FALSE,63,0x29e13e65e8e2160dbd391ba3cee55e7dde2a386c,1,0,74,0x735C0C6007307beFEC8Cb44112706d95759F6915,56,100,500,,SFUND-BNB,,,,,,,,,,,,,,,,
FALSE,64,0x4f55423de1049d3CBfDC72f8A40f8A6f554f92aa,1,0,75,0x735C0C6007307beFEC8Cb44112706d95759F6916,56,100,500,,RACA-USDT,,,,,,,,,,,,,,,,
FALSE,65,0x293c665b9b98Cd51D6454C72529Fe17A1Cf1f504,1,0,76,0x735C0C6007307beFEC8Cb44112706d95759F6917,56,100,500,,HIGH-USDT,,,,,,,,,,,,,,,,
FALSE,66,0xbB87F33d9f43Ec3fe75502958408262e7043B2E8,1,0,77,0x735C0C6007307beFEC8Cb44112706d95759F6918,56,100,500,,ARV-BNB,,,,,,,,,,,,,,,,
FALSE,67,0x6dba30870BC46BD6d2289E1827Cc415F6Fa23E1a,1,0,78,0x735C0C6007307beFEC8Cb44112706d95759F6919,56,100,500,,HFT-USDT,,,,,,,,,,,,,,,,
FALSE,68,0x635c26c473BB0686D403247477CC648a7C6edc2e,1,0,79,0x735C0C6007307beFEC8Cb44112706d95759F6920,56,100,500,,CHR-USDT,,,,,,,,,,,,,,,,
FALSE,69,0x12e79eb21dcc5852f9c6ac1736d977312925da33,1,0,80,0x735C0C6007307beFEC8Cb44112706d95759F6921,56,100,500,,HAY-USDT,,,,,,,,,,,,,,,,
FALSE,70,0xd8CF0de0387A9c16acF53384c89632678D77F311,1,0,81,0x735C0C6007307beFEC8Cb44112706d95759F6922,56,100,500,,WNCG-BNB,,,,,,,,,,,,,,,,
FALSE,71,0x5a1Fe6D5026CC3736Cfb7316dbCFbf63D82cC789,1,0,82,0x735C0C6007307beFEC8Cb44112706d95759F6923,56,100,500,,MBX-BNB,,,,,,,,,,,,,,,,
FALSE,72,0x66bAA9E43e64c8A85bC3c04dEBf9E7686BE5b09C,1,0,83,0x735C0C6007307beFEC8Cb44112706d95759F6924,56,100,500,,MBX-USDT,,,,,,,,,,,,,,,,
FALSE,73,0x302e26e9bda986709B5F504D3426c2310e6383c6,1,0,84,0x735C0C6007307beFEC8Cb44112706d95759F6925,56,100,500,,XCAD-USDT,,,,,,,,,,,,,,,,
FALSE,74,0x64ebb904e169cb94e9788fcb68283b4c894ed881,1,0,85,0x735C0C6007307beFEC8Cb44112706d95759F6926,56,100,500,,SFP-BNB,,,,,,,,,,,,,,,,
FALSE,75,0xe3cbe4dd1bd2f7101f17d586f44bab944091d383,1,0,86,0x735C0C6007307beFEC8Cb44112706d95759F6927,56,100,500,,LTC-BNB,,,,,,,,,,,,,,,,
FALSE,76,0xb55a0b97b7d9ebe4208b08ab00fec0c419cc32a3,1,0,87,0x735C0C6007307beFEC8Cb44112706d95759F6928,56,100,500,,RDNT-BNB,,,,,,,,,,,,,,,,
FALSE,77,0x0004222c2075e9a1291e41f1ca4c8d32141db501,1,0,88,0x735C0C6007307beFEC8Cb44112706d95759F6929,56,100,500,,MBOX-BNB,,,,,,,,,,,,,,,,
FALSE,78,0xDcccC7d0B02C837d1B8D8a8D5E2683387bc2b910,1,0,89,0x735C0C6007307beFEC8Cb44112706d95759F6930,56,100,500,,WOM-USDT,,,,,,,,,,,,,,,,
FALSE,79,0x81bef404f5c93d99ed04ed55488c99722cdd7a50,1,0,90,0x735C0C6007307beFEC8Cb44112706d95759F6931,56,100,500,,AXS-BNB,,,,,,,,,,,,,,,,
FALSE,80,0xa98D8a5867D664B7A758652146fd93a7dE40eE82,1,0,91,0x735C0C6007307beFEC8Cb44112706d95759F6932,56,100,500,,TRX-USDT,,,,,,,,,,,,,,,,
FALSE,81,0x77d5b2560e4b84b3fc58875cb0133f39560e8ae3,1,0,92,0x735C0C6007307beFEC8Cb44112706d95759F6933,56,100,500,,XVS-BNB,,,,,,,,,,,,,,,,
FALSE,82,0xE4e695FA53598dA586F798A9844A3b03d86f421e,1,0,93,0x735C0C6007307beFEC8Cb44112706d95759F6934,56,100,500,,BTT-USDT,,,,,,,,,,,,,,,,
FALSE,83,0xcfe783e16c9a8C74F2be9BCEb2339769439061Bf,1,0,94,0x735C0C6007307beFEC8Cb44112706d95759F6935,56,100,500,,ALPACA-USDT,,,,,,,,,,,,,,,,
FALSE,84,0x832EeBF89F99aACcf6640fe6b5E838066c630Fbe,1,0,95,0x735C0C6007307beFEC8Cb44112706d95759F6936,56,100,500,,CHESS-USDT,,,,,,,,,,,,,,,,
FALSE,85,0x8ccb4544b3030dacf3d4d71c658f04e8688e25b1,1,0,96,0x735C0C6007307beFEC8Cb44112706d95759F6937,56,100,500,,TWT-BNB,,,,,,,,,,,,,,,,
FALSE,86,0xbe141893e4c6ad9272e8c04bab7e6a10604501a5,1,0,97,0x735C0C6007307beFEC8Cb44112706d95759F6938,56,100,0,,ETH-USDT,,,,,,,,,,,,,,,,
FALSE,87,0xbf72b6485e4b31601afe7b0a1210be2004d2b1d6,1,0,98,0x735C0C6007307beFEC8Cb44112706d95759F6939,56,100,500,,FDUSD-USDT,,,,,,,,,,,,,,,,
FALSE,88,0x4BBA1018b967e59220b22Ca03f68821A3276c9a6,1,0,99,0x735C0C6007307beFEC8Cb44112706d95759F6940,56,100,0,,BTCB-ETH,,,,,,,,,,,,,,,,
FALSE,89,0x5F16320FA36559ca7bc785834Ba77105154DC40b,1,0,0,0x735C0C6007307beFEC8Cb44112706d95759F6941,56,100,500,,STG-BUSD,,,,,,,,,,,,,,,,
FALSE,90,0x89A6be1ec107C911C3F2A1112f049F876Ce033c9,1,0,0,0x735C0C6007307beFEC8Cb44112706d95759F6942,56,100,500,,STG-USDT,,,,,,,,,,,,,,,,
FALSE,91,0x9cac9745731d1Cf2B483f257745A512f0938DD01,3,0,0,0x735C0C6007307beFEC8Cb44112706d95759F6943,56,100,3500,,CAKE Pool,,,,,,,,,,,,,,,,
FALSE,92,0x0eD7e52944161450477ee417DE9Cd3a859b14fD0,0,0,2,0x735C0C6007307beFEC8Cb44112706d95759F6944,56,100,0,,CAKE-BNB,,,,,,,,,,,,,,,,
FALSE,93,0xA39Af17CE4a8eb807E076805Da1e2B8EA7D0755b,0,0,47,0x735C0C6007307beFEC8Cb44112706d95759F6945,56,100,0,,CAKE-USDT,,,,,,,,,,,,,,,,
FALSE,94,0x7eb5d86fd78f3852a3e0e064f2842d45a3db6ea2,0,0,0,0x735C0C6007307beFEC8Cb44112706d95759F6946,56,100,500,,XVS-WBNB,,,,,,,,,,,,,,,,
FALSE,95,0x346575fc7f07e6994d76199e41d13dc1575322e1,0,0,0,0x735C0C6007307beFEC8Cb44112706d95759F6947,56,100,500,,RDNT-WBNB,,,,,,,,,,,,,,,,
FALSE,96,0x8fa59693458289914db0097f5f366d771b7a7c3f,0,0,0,0x735C0C6007307beFEC8Cb44112706d95759F6948,56,100,500,,MBOX-WBNB,,,,,,,,,,,,,,,,
FALSE,97,0x942b294e59a8c47a0f7f20df105b082710f7c305,0,0,0,0x735C0C6007307beFEC8Cb44112706d95759F6949,56,100,500,,SFP-WBNB,,,,,,,,,,,,,,,,
FALSE,98,0xa0D4e270D9EB4E41f7aB02337c21692D7eECCCB0,0,0,0,0x735C0C6007307beFEC8Cb44112706d95759F6950,56,100,500,,SABLE-WBNB,,,,,,,,,,,,,,,,
FALSE,99,0x74fA517715C4ec65EF01d55ad5335f90dce7CC87,0,0,0,0x735C0C6007307beFEC8Cb44112706d95759F6951,56,100,500,,SFUND-WBNB,,,,,,,,,,,,,,,,
FALSE,100,0x3DcB1787a95D2ea0Eb7d00887704EeBF0D79bb13,0,0,0,0x735C0C6007307beFEC8Cb44112706d95759F6952,56,100,500,,TWT-WBNB,,,,,,,,,,,,,,,,
FALSE,101,0xbcea09e9e882ec2bb6dce07c4e6669968846cabd,0,0,0,0x735C0C6007307beFEC8Cb44112706d95759F6953,56,100,500,,STG-BUSD,,,,,,,,,,,,,,,,
FALSE,102,0xaf839f4d3620a1eed00ccc21ddc01119c26a75e1,0,0,0,0x735C0C6007307beFEC8Cb44112706d95759F6954,56,100,500,,APX-BNB,,,,,,,,,,,,,,,,
FALSE,103,0xa0ee789a8f581cb92dd9742ed0b5d54a0916976c,0,0,0,0x735C0C6007307beFEC8Cb44112706d95759F6955,56,100,500,,APX-BUSD,,,,,,,,,,,,,,,,
FALSE,104,0xb1da7d2c257c5700612bde35c8d7187dc80d79f1,0,0,163,0x735C0C6007307beFEC8Cb44112706d95759F6956,56,100,0,,HAY-USDT,,,,,,,,,,,,,,,,
FALSE,105,0x1ac1A8FEaAEa1900C4166dEeed0C11cC10669D36,1,0,1,0x735C0C6007307beFEC8Cb44112706d95759F6957,1,100,0,,USDC-ETH,,,,,,,,,,,,,,,,
FALSE,106,0x6CA298D2983aB03Aa1dA7679389D955A4eFEE15C,1,0,2,0x735C0C6007307beFEC8Cb44112706d95759F6958,1,100,0,,USDT-ETH,,,,,,,,,,,,,,,,
FALSE,107,0x04c8577958CcC170EB3d2CCa76F9d51bc6E42D8f,1,0,3,0x735C0C6007307beFEC8Cb44112706d95759F6959,1,100,0,,USDT-USDC,,,,,,,,,,,,,,,,
FALSE,108,0x9b5699D18DFF51fc65fB8ad6F70d93287C36349f,1,0,4,0x735C0C6007307beFEC8Cb44112706d95759F6960,1,100,500,,WBTC-ETH,,,,,,,,,,,,,,,,
FALSE,109,0x517F451b0A9E1b87Dc0Ae98A05Ee033C3310F046,1,0,5,0x735C0C6007307beFEC8Cb44112706d95759F6961,1,100,0,,CAKE-ETH,,,,,,,,,,,,,,,,
FALSE,110,0x11A6713B702817DB0Aa0964D1AfEe4E641319732,1,0,6,0x735C0C6007307beFEC8Cb44112706d95759F6962,1,100,0,,CAKE-USDC,,,,,,,,,,,,,,,,
FALSE,111,0xD9e497BD8f491fE163b42A62c296FB54CaEA74B7,1,0,7,0x735C0C6007307beFEC8Cb44112706d95759F6963,1,100,500,,DAI-USDC,,,,,,,,,,,,,,,,
FALSE,112,0x34b8AB3a392d54D839dcDBd5Cd1330aBB24bE167,1,0,8,0x735C0C6007307beFEC8Cb44112706d95759F6964,1,100,500,,LDO-ETH,,,,,,,,,,,,,,,,
FALSE,113,0x7ca3EdB2c8fb3e657E282e67F4008d658aA161D2,1,0,9,0x735C0C6007307beFEC8Cb44112706d95759F6965,1,100,500,,LINK-ETH,,,,,,,,,,,,,,,,
FALSE,114,0x8579630AC9c53CFEb5167f90Af90d2c0d52ED09c,1,0,10,0x735C0C6007307beFEC8Cb44112706d95759F6966,1,100,500,,MATIC-ETH,,,,,,,,,,,,,,,,
FALSE,115,0x4F64951A6583D56004fF6310834C70d182142A07,1,0,12,0x735C0C6007307beFEC8Cb44112706d95759F6967,1,100,500,,wstETH-ETH,,,,,,,,,,,,,,,,
FALSE,116,0x7524Fe020EDcD072EE98126b49Fa65Eb85F8C44C,1,0,13,0x735C0C6007307beFEC8Cb44112706d95759F6968,1,100,500,,STG-USDC,,,,,,,,,,,,,,,,
FALSE,117,0x372dACe050C15879F01966f0b7efb667dD3151Ad,1,0,16,0x735C0C6007307beFEC8Cb44112706d95759F6969,1,100,500,,FXS-ETH,,,,,,,,,,,,,,,,
FALSE,118,0x5C9c6F39Ce25cc6d0F39410F890933A1476FB1b0,1,0,17,0x735C0C6007307beFEC8Cb44112706d95759F6970,1,100,500,,frxETH-ETH,,,,,,,,,,,,,,,,
FALSE,119,0xCc76f26309E5cb9D18e50DD809074Bf69C341a41,1,0,18,0x735C0C6007307beFEC8Cb44112706d95759F6971,1,100,500,,RPL-ETH,,,,,,,,,,,,,,,,
FALSE,120,0x2201d2400d30BFD8172104B4ad046d019CA4E7bd,1,0,19,0x735C0C6007307beFEC8Cb44112706d95759F6972,1,100,500,,rETH-ETH,,,,,,,,,,,,,,,,
FALSE,121,0x66356491821A83431BE84F62Eb9fb5Ad67015274,1,0,20,0x735C0C6007307beFEC8Cb44112706d95759F6973,1,100,500,,ankrETH-ETH,,,,,,,,,,,,,,,,
FALSE,122,0xCCD1d21fcE02959F4F51DDc4505eA154aEBE7F1b,1,0,21,0x735C0C6007307beFEC8Cb44112706d95759F6974,1,100,500,,cbETH-ETH,,,,,,,,,,,,,,,,
FALSE,123,0x3364f7925b3e499ec45f6a0c6f744912fb7394cf,1,0,22,0x735C0C6007307beFEC8Cb44112706d95759F6975,1,100,500,,AXL-USDC,,,,,,,,,,,,,,,,
FALSE,124,0x6e229c972d9f69c15bdc7b07f385d2025225e72b,1,0,23,0x735C0C6007307beFEC8Cb44112706d95759F6976,1,100,0,,MASK-USDC,,,,,,,,,,,,,,,,
FALSE,125,0x5145755c0535198eec1642dc0cc96225fb28263d,1,0,24,0x735C0C6007307beFEC8Cb44112706d95759F6977,1,100,500,,WETH-WNCG,,,,,,,,,,,,,,,,
FALSE,126,0x402B2BCeb1415F48B413752cC0E27D76ff34ddEb,1,0,26,0x735C0C6007307beFEC8Cb44112706d95759F6978,1,100,500,,WBETH-ETH,,,,,,,,,,,,,,,,
FALSE,127,0x3202acfd55232f3706aa81a4f18a98686b5e1d1b,1,0,27,0x735C0C6007307beFEC8Cb44112706d95759F6979,1,100,500,,PEPE-ETH,,,,,,,,,,,,,,,,
FALSE,128,0xC7F25e2FcC474816efFd9be316F2E51cCef90Ceb,1,0,28,0x735C0C6007307beFEC8Cb44112706d95759F6980,1,100,500,,BLUR-ETH,,,,,,,,,,,,,,,,
FALSE,129,0x392d0F0B7Fe5161Db89f2DB87d33a20682C12A2B,1,0,29,0x735C0C6007307beFEC8Cb44112706d95759F6981,1,100,500,,ENS-ETH,,,,,,,,,,,,,,,,
FALSE,130,0x32600e01dfaebad27dac6b68902abc082219b526,1,0,30,0x735C0C6007307beFEC8Cb44112706d95759F6982,1,100,500,,FUSE-ETH,,,,,,,,,,,,,,,,
FALSE,131,0x0d917a3a01389689a14C65dc1E990d68C437358A,1,0,31,0x735C0C6007307beFEC8Cb44112706d95759F6983,1,100,500,,rETH-WBTC,,,,,,,,,,,,,,,,
FALSE,132,0x6c2348deec1508724c0207a84d21cc5ee88231c8,1,0,32,0x735C0C6007307beFEC8Cb44112706d95759F6984,1,100,500,,TUSD-USDT,,,,,,,,,,,,,,,,
FALSE,133,0x9d6371979d2368dbE9480F4822Ed105f03898765,1,0,33,0x735C0C6007307beFEC8Cb44112706d95759F6985,1,100,500,,CANTO-ETH,,,,,,,,,,,,,,,,
FALSE,134,0xcad4b51069a150a77d3a1d381d2d768769f7d195,1,0,34,0x735C0C6007307beFEC8Cb44112706d95759F6986,1,100,500,,PENDLE-ETH,,,,,,,,,,,,,,,,
FALSE,135,0x46027b00196275Fb8215a622A44d1269b81cE71a,1,0,35,0x735C0C6007307beFEC8Cb44112706d95759F6987,1,100,500,,WLD-ETH,,,,,,,,,,,,,,,,
